"probe","logFC","AveExpr","t","P.Value","adj.P.Val"
"1425351_at",2.61355364944152,9.17371254314163,9.8636552593906,2.27799511704206e-11,2.99263870290778e-08
"1417205_at",1.02990825965567,9.64430119834531,9.85600350292175,2.32239539260265e-11,2.99263870290778e-08
"1416442_at",3.10994804056967,10.9453917610243,9.8403908949982,2.41574940553947e-11,3.02646427608988e-08
"1443159_at",1.85863312573067,7.24363759329921,9.77693238329267,2.83636808848594e-11,3.45737938267038e-08
"1447105_at",-1.87034355889538,6.32046121106085,-9.73322239578842,3.16892766405763e-11,3.64503530247904e-08
"1426875_s_at",2.0208165949,10.2674085514757,9.72856966231357,3.20659457481973e-11,3.64503530247904e-08
"1416067_at",2.54345988161944,9.94813761426464,9.72536843546286,3.23277559475758e-11,3.64503530247904e-08
"1420099_at",2.06299799297273,7.48544186551829,9.69654915846834,3.47851959326582e-11,3.8264563945337e-08
"1415779_s_at",1.78751582065007,12.3337661864182,9.66454838417098,3.77382173640695e-11,4.05245557461166e-08
"1418949_at",2.64073521324864,9.912255123313,9.6047356371404,4.39622092975808e-11,4.58322341960024e-08
"1448694_at",2.95567924020956,10.2299162127772,9.5901165175071,4.56367517098036e-11,4.58322341960024e-08
"1444226_at",3.16469890060741,7.51988739879893,9.58932204644112,4.57295966568393e-11,4.58322341960024e-08
"1434350_at",3.15639710577866,7.73746128922711,9.47617192253518,6.11325418345816e-11,5.99377993322058e-08
"1415834_at",1.94596171334894,9.9311303403746,9.40423596999138,7.3587551168144e-11,7.06143009624354e-08
"1456979_at",-1.23612273468516,6.03019987634338,-9.35719080385542,8.31056037751208e-11,7.80863715804526e-08
"1418835_at",2.08395078323075,10.6319605095692,9.26980717161461,1.042521804894e-10,9.59566855561719e-08
"1416700_at",1.63312043993366,8.64742207908564,9.2514651429578,1.09346804806385e-10,9.86330048714554e-08
"1451382_at",2.54366802587685,8.243921713634,9.21225384247043,1.21106380501104e-10,1.05379786164245e-07
"1448873_at",-1.06198381069566,7.88539717251132,-9.19740724748138,1.2588853430275e-10,1.05379786164245e-07
"1437647_at",-1.03045208463797,6.63828584954457,-9.19696806066837,1.26032893120765e-10,1.05379786164245e-07
"1445729_at",-1.62992177385346,6.04667791942194,-9.19404386961977,1.26998373176247e-10,1.05379786164245e-07
"1452472_at",-1.35454479731966,7.32974436534894,-9.18951346822543,1.28509084921253e-10,1.05379786164245e-07
"1417483_at",2.46027248239139,9.11997634869497,9.14870641901808,1.42970090193676e-10,1.14982136966254e-07
"1419647_a_at",2.84375891842643,7.1809575301785,9.14232375097822,1.4537754146634e-10,1.14982136966254e-07
"1419149_at",3.96127872857372,6.86993012936133,9.13583513020182,1.47867318774367e-10,1.14982136966254e-07
"1430535_at",1.46470246368394,8.65105521051323,9.10708560242141,1.59432617168493e-10,1.21874075710444e-07
"1424022_at",2.25495320425199,11.4137522686179,9.09381813608918,1.65076701390582e-10,1.24085405156944e-07
"1456050_at",1.18670205974057,5.60801625438764,9.07929731978846,1.71487737227802e-10,1.26791285847723e-07
"1424296_at",1.41693477002997,11.9273858721428,9.02415671397254,1.98233636499889e-10,1.39695863121586e-07
"1423619_at",1.95902893294817,6.15368446296744,9.00164454853333,2.10341426420559e-10,1.45947825738364e-07
