probe,gene_symbol
1428248_at,Nfx1
1428249_at,Pygo2
1428250_at,Gper1
1428251_at,Smchd1
1428252_at,Chmp2b
1428253_at,Chmp2b
1428254_at,Purb
1428255_at,Luc7l
1428256_at,Txndc15
1428257_s_at,Dynlrb1
1428258_at,2010107E04Rik
1428259_at,Pxdn
1428260_at,Atl1
1428261_at,Ccdc134
1428262_s_at,Gm6793///Hnrnpa3
1428263_a_at,Tceb2
1428264_at,Snrnp40
1428265_at,Ppp2r1b
1428266_at,Myl3
1428267_at,Dhx40
1428268_at,Psd2
1428269_a_at,Glt8d1
1428270_at,Glt8d1
1428271_at,Acbd4
1428272_at,Eif1b
1428273_at,Abhd13
1428274_s_at,Abhd13
1428275_at,Abhd13
1428276_at,Abhd13
1428277_at,Otud6b
1428278_at,Zdhhc24
1428279_a_at,Atxn7l1
1428280_at,Fip1l1
1428281_at,Trub1
1428282_at,Tbce
1428283_at,Cyp2s1
1428284_at,Nol4l
1428285_at,Nol4l
1428286_at,2900097C17Rik
1428287_at,Cul5
1428288_at,Klf9
1428289_at,Klf9
1428290_at,Mipep
1428291_at,Exosc8
1428292_at,Ndor1
1428293_at,Bod1
1428294_at,Zpr1
1428295_at,Synpo2l
1428296_at,Usp50///Polr2l
1428297_at,Map4k2
1428298_at,Sh3d21
1428299_at,Dyrk1a
1428300_at,Specc1l
1428301_at,LOC102638110///LOC100861615///Gm3164///Gm3173///Gm3739///Gm3696///Gm3667///Gm3194///Gm3591///Gm3558///Gm3488///Gm3500///Gm3383///Gm3264///Gm3252///Gm3239///Gm3636///Gm3115///Gm3095///Gm10340///Gm2897///Gm2888///Gm10406///Gm3373///Gm3317///Gm5796
1428302_at,Mrpl48
1428303_at,Btbd17
1428304_at,Esco2
1428305_at,Pcsk2
1428306_at,Ddit4
1428307_at,Zdhhc13
1428308_at,Pdrg1
1428309_s_at,Pdrg1
1428310_at,Larp7
1428311_at,Ccdc6
1428312_at,Lrrc57
1428313_at,Zswim3
1428314_at,Pcnp
1428315_at,Ebna1bp2
1428316_a_at,Fundc2
1428317_at,Fundc2
1428318_at,Smgc
1428319_at,Pdlim7
1428320_at,Kdm3b
1428321_at,Eml1
1428322_a_at,Ndufb10
1428323_at,Gpd2
1428324_at,Gpd2
1428325_at,Cnpy4
1428326_s_at,Rida
1428327_at,Trak1
1428328_at,Nup50
1428329_a_at,Ift80
1428330_at,Dopey2
1428331_at,2210016F16Rik
1428332_at,Pik3ip1
1428333_at,Arxes2///Arxes1
1428334_at,Ostm1
1428335_a_at,Scfd1
1428336_at,Agpat4
1428337_at,Mdp1
1428338_at,Spata2l
1428339_at,Nudt21
1428340_s_at,Atp13a2
1428341_at,Zfp655
1428342_at,Rcor3
1428343_at,Rcor3
1428344_at,Plpp6
1428345_at,Plpp6
1428346_at,Trafd1
1428347_at,Cyfip2
1428348_at,Gzf1
1428349_s_at,Ebf3
1428350_at,Ctu2
1428351_at,Ppm1m
1428352_at,Arrdc2
1428353_at,Foxk2
1428354_at,Foxk2
1428355_at,Osbp2
1428356_at,Osbp2
1428357_at,Tdrp
1428358_at,Zg16
1428359_s_at,Zg16
1428360_x_at,Ndufa7
1428361_x_at,Hba-a2///Hba-a1
1428362_at,Eif4g2
1428363_at,Eif4g2
1428364_at,Scnm1
1428365_a_at,Lonp1
1428366_at,Mrgbp
1428367_at,Ndst1
1428368_at,Arhgap21
1428369_s_at,Arhgap21
1428370_at,1500011B03Rik
1428371_at,Ttbk2
1428372_at,St5
1428373_at,Ip6k2
1428374_at,Glce
1428375_at,Cep83os
1428376_at,Cep83os
1428377_at,Btbd11
1428378_at,Zc3hav1
1428379_at,Slc17a6
1428380_at,Atraid
1428381_a_at,Ppdpf
1428382_at,Smarcc2
1428383_a_at,Zswim8
1428384_at,Lurap1l
1428385_at,March8
1428386_at,Acsl3
1428387_at,Acsl3
1428388_at,Tnks2
1428389_s_at,Wdr43
1428390_at,Wdr43
1428391_at,Rab3il1
1428392_at,Rassf2
1428393_at,Nrn1
1428394_at,Lrrc8a///Phyhd1
1428395_at,Smurf1
1428396_at,Smurf1
1428397_at,B3galt5
1428398_at,B3galt5
1428399_a_at,Armc9
1428400_at,Vstm5
1428401_at,Zcchc3
1428402_at,Zcchc3
1428403_at,Fbrsl1
1428404_at,Fbrsl1
1428405_at,Hcfc1r1
1428406_s_at,Hcfc1r1
1428407_at,Hnrnpa0
1428408_a_at,Esyt2
1428409_at,Naa50
1428410_at,Naa50
1428411_at,1700020I14Rik
1428412_at,Tm9sf3
1428413_at,Ccny
1428414_at,Ccny
1428415_at,Rnf113a2
1428416_at,Zc2hc1a
1428417_at,Zc2hc1a
1428418_s_at,Zc2hc1a
1428419_at,Epg5
1428420_a_at,Exoc3l4
1428421_a_at,Glod4
1428422_at,Faf2
1428423_at,Pcgf3
1428424_at,Pcgf3
1428425_at,Tgfbrap1
1428426_s_at,Tgfbrap1
1428427_at,Fbxl2
1428428_at,Abhd11
1428429_at,Rgmb
1428430_at,Rgmb
1428431_at,Zcchc24
1428432_at,Zcchc24
1428433_at,Hipk2
1428434_at,Zcchc12
1428435_at,Muc2
1428436_at,Lsm14a
1428437_at,Lsm14a
1428438_s_at,Lsm14a
1428439_at,Nub1
1428440_at,Slc25a12
1428441_at,Cisd2
1428442_at,BC029722
1428443_a_at,Rap1gap
1428444_at,Asb2
1428445_at,Yif1b
1428446_at,Dync2li1
1428447_at,Tmem14a
1428448_a_at,Gtf3c2
1428449_at,Gtf3c2
1428450_at,Arpin
1428451_at,Lrrc47
1428452_at,2810025M15Rik
1428453_at,Naa30
1428454_at,Bcas3
1428455_at,Col14a1
1428456_at,Bola1
1428457_at,Ttpal
1428458_at,Pop1
1428459_at,Pramef12
1428460_at,Syn2
1428461_at,Ppp2r5e
1428462_at,Ppp2r5e
1428463_a_at,Ppp2r5e
1428464_at,Ndufa3
1428465_at,Tmem147
1428466_at,Chd3
1428467_at,Tardbp
1428468_at,3110043O21Rik
1428469_a_at,Dzip1
1428470_at,Exoc2
1428471_at,Sorbs1
1428472_at,Spsb1
1428473_at,Ppp3cb
1428474_at,Ppp3cb
1428475_at,Llph-ps2///Llph-ps1///Llph
1428476_a_at,Elac2
1428477_at,Elac2
1428478_at,Reep4
1428479_at,Nfatc1
1428480_at,Cdca8
1428481_s_at,Cdca8
1428482_at,Akap10
1428483_a_at,Mis18a
1428484_at,Osbpl3
1428485_at,Car12
1428486_at,1700123L14Rik
1428487_s_at,Coq10b
1428488_at,Pigk
1428489_at,Zcrb1
1428490_at,C1galt1
1428491_at,Commd10
1428492_at,Glipr2
1428493_at,Sipa1l3
1428494_a_at,Polr2i
1428495_at,Malsu1
1428496_at,Secisbp2
1428497_at,Secisbp2
1428498_at,Rnf219
1428499_at,Kantr
1428500_at,Lrp6
1428501_at,1110051M20Rik
1428502_at,Actr6
1428503_a_at,Nkiras1
1428504_at,Xrcc6
1428505_at,Ccdc90b
1428506_at,Atic
1428507_at,Hdhd2
1428508_at,Tbc1d2b
1428509_at,Myo1e
1428510_at,Adgrl1
1428511_at,Phkg2
1428512_at,Bhlhb9
1428513_at,Calcoco1
1428514_at,Cpne3
1428515_at,Zswim7
1428516_a_at,Alkbh7
1428517_at,Wdfy3
1428518_at,Cenpu
1428519_at,Cmss1
1428520_at,Rbfa
1428521_at,Thap3
1428522_at,Ttf2
1428523_at,Adgrl3
1428524_at,Cars2
1428525_at,4930488B01Rik///Pnmal1
1428526_at,Naa38
1428527_at,Snx7
1428528_at,Get4
1428529_at,Snhg5
1428530_x_at,Rps24
1428531_at,Ints7
1428532_at,Ints7
1428533_at,Cnot11
1428534_at,Nr2c2ap
1428535_at,9430020K01Rik
1428536_at,Kcng4
1428537_at,Csnk1a1
1428538_s_at,Rarres2
1428539_at,Smg1
1428540_at,Tcaf1
1428541_at,Tcaf1
1428542_at,Eif1ad
1428543_at,Ppat
1428544_at,Tmem248
1428545_at,Tmem248
1428546_at,Syncrip
1428547_at,Nt5e
1428548_at,Pak4
1428549_at,Ccdc3
1428550_at,Ydjc
1428551_at,Trmt11
1428552_at,2610001J05Rik
1428553_at,Glrx5
1428554_a_at,Slirp
1428555_at,Setd2
1428556_at,Pyurf
1428557_a_at,Osgepl1
1428558_at,Osgepl1
1428559_at,Kdsr
1428560_at,Xpo5
1428561_at,Klhl11///2610002J23Rik
1428562_at,Mir22hg
1428563_at,Ddx10
1428564_at,Zfp579
1428565_at,Unkl
1428566_at,Hspbap1
1428567_at,Hspbap1
1428568_at,B230217C12Rik
1428569_at,B230217C12Rik
1428570_at,Ccnc
1428571_at,Col9a1
1428572_at,Basp1
1428573_at,Chn2
1428574_a_at,Chn2
1428575_at,Fcho1
1428576_at,Hif1an
1428577_at,Ppfia4
1428578_s_at,Ppfia4
1428579_at,Fmnl2
1428580_at,Blvra
1428581_at,Fam178b
1428582_at,Mettl10
1428583_at,Nufip2
1428584_a_at,Haghl
1428585_at,Actn1
1428586_at,Tmem41b
1428587_at,Tmem41b
1428588_a_at,Mrpl41
1428589_at,Mrpl41
1428590_at,Mrpl41
1428591_at,Pnpla2
1428592_s_at,Usp38
1428593_at,Tex30
1428594_at,Ralgapa1
1428595_at,Slc6a19
1428596_at,Tbc1d9b
1428597_at,Tbc1d9b
1428598_at,Tbc1d7
1428599_at,Kndc1
1428600_at,Nin
1428601_at,1700003E16Rik
1428602_at,Kcnj9
1428603_at,Umad1
1428604_at,Zfp979
1428605_at,Ccdc124
1428606_at,Ccdc124
1428607_at,Araf
1428608_at,Myl12b
1428609_at,Myl12b
1428610_at,Atg7
1428611_at,Atg7
1428612_at,Atg7
1428613_at,Ldhd
1428614_at,Ldhd
1428615_at,Lpar6
1428616_at,Zfp131
1428617_at,Hcfc2
1428618_at,Hcfc2
1428619_at,Cox20
1428620_at,Ensa
1428621_a_at,Ramp2///Vps25
1428622_at,Deptor
1428623_at,Plxna1
1428624_at,Magt1
1428625_a_at,Rmi1
1428626_at,Lysmd2
1428627_at,Zbtb49
1428628_at,Ak8
1428629_at,Zfp518a
1428630_x_at,Haghl
1428631_a_at,Uqcrc2
1428632_at,Tmem258
1428633_at,Twistnb
1428634_at,Twistnb
1428635_at,Comtd1
1428636_at,Steap2
1428637_at,Dyrk2
1428638_at,Efhc2
1428639_at,Lin9
1428640_at,Hsf2bp
1428641_at,Hsf2bp
1428642_at,Slc35d3
1428643_at,Mgat5
1428644_at,Mgat5
1428645_at,Gnai3
1428646_at,Pbx1
1428647_at,Pbx1
1428648_at,Cand1
1428649_at,Cand1
1428650_at,Tns1
1428651_at,Klhl24
1428652_at,0610010F05Rik
1428653_x_at,Elavl1
1428654_at,Swt1
1428655_at,Ppp1r21
1428656_at,Drosha
1428657_at,Rreb1
1428658_at,Gm7301///Gm6851///Pin4
1428659_at,Phf7
1428660_s_at,Tor3a
1428661_at,Tonsl
1428662_a_at,Hopx
1428663_at,Sgms2
1428664_at,Vip
1428665_at,Pfn4
1428666_at,Nars
1428667_at,Maoa
1428668_at,Acbd3
1428669_at,Bmyc
1428671_at,2200002D01Rik
1428672_at,Snrpf
1428673_at,Sympk
1428674_at,Prpf38b
1428675_at,Pithd1
1428676_at,Tmprss6
1428677_at,Wdr73
1428678_s_at,Wdr73
1428679_s_at,0610010K14Rik///Rnasek
1428680_at,Cds1
1428681_at,Usf3
1428682_at,Zc3h6
1428683_at,Fam173b
1428684_at,Tamm41
1428685_at,Syce1
1428686_at,2810029C07Rik
1428687_at,Zfp687
1428688_at,Pdcd11
1428689_at,Tysnd1
1428690_at,Tysnd1
1428691_at,Chd2
1428692_at,Hddc3
1428693_at,2610044O15Rik8
1428694_at,Mir92-1///Mir17hg
1428695_at,Sdr39u1
1428696_at,Rftn1
1428697_at,Dpp8
1428698_at,Dpp8
1428699_at,Gm14680///Sms
1428700_at,P2ry13
1428701_at,Nectin4
1428702_at,Ddx28
1428703_at,1700012B07Rik
1428704_at,Zfp661
1428705_at,1700007K13Rik
1428706_at,Cenpv
1428707_at,Ptms
1428708_x_at,Ptms
1428709_a_at,Mrpl24
1428710_at,Rit1
1428711_at,Mon1b
1428712_at,Mon1b
1428713_s_at,Gins2
1428714_at,Pgrmc2
1428715_at,Gfpt1
1428716_at,Pex1
1428717_at,Scrn1
1428718_at,Scrn1
1428719_at,2010309G21Rik
1428720_s_at,2010309G21Rik
1428721_at,Klhl28
1428722_at,Ckmt2
1428723_at,Borcs6
1428724_at,Pcf11
1428725_at,Pias2
1428726_at,Thumpd2
1428727_at,Cep192
1428728_at,Ddx51
1428729_at,Krit1
1428730_at,Krit1
1428731_at,Usp54
1428732_at,1700008J07Rik
1428733_at,Gngt2
1428734_at,Anapc15
1428735_at,Cd69
1428736_at,Gramd3
1428737_s_at,Gramd3
1428738_a_at,Tmem254b///Tmem254c///Tmem254a
1428739_at,Enho
1428740_a_at,Pigt
1428741_at,Elavl4
1428742_at,Fbxo45
1428743_at,Bri3bp
1428744_s_at,Bri3bp
1428745_a_at,Ndufaf5
1428746_a_at,Trnau1ap
1428747_at,Trnau1ap
1428748_at,Zfp950
1428749_at,Dmxl2
1428750_at,Cdc42ep2
1428751_at,Pacrg
1428752_at,Slc5a11
1428753_a_at,Dgcr6
1428754_at,Trmt6
1428755_at,Creb1
1428756_at,Aasdhppt
1428757_at,Aasdhppt
1428758_at,Tmem86a
1428759_s_at,Cwc25
1428760_at,Snapc3
1428761_a_at,Snapc3
1428762_at,Tab3
1428763_at,Smug1
1428764_at,Meg3
1428765_at,Meg3
1428766_at,Rnmtl1
1428767_at,Gsdmd
1428768_at,Pan3
1428769_at,Tatdn3
1428770_at,Dip2a
1428771_at,Klhdc10
1428772_at,Xpot
1428773_s_at,Bcor
1428774_at,Gpc6
1428775_at,1110008L16Rik
1428776_at,Slc10a6
1428777_at,Spred1
1428778_at,Sfi1
1428779_at,Zbtb41
1428780_at,Tha1
1428781_at,Dmkn
1428782_a_at,Uqcrc1
1428783_at,Prkar2a
1428784_at,Gmip
1428785_at,Amotl1
1428786_at,Nckap1l
1428787_at,Nckap1l
1428788_at,Pgp
1428789_at,Ralgps2
1428790_at,Nfam1
1428791_at,Ube2h
1428792_at,Bcas1
1428793_at,Slc36a1
1428794_at,Specc1
1428795_at,Slc18b1
1428796_at,Bbx
1428797_at,Setd6
1428798_s_at,Setd6
1428799_at,Lca5
1428800_a_at,Pus7l
1428801_at,Mgat3
1428802_at,Mgat3
1428803_at,Acot6
1428804_at,Mfap3l
1428805_at,Slc35e3
1428806_at,Csnk1g1
1428807_at,Pabpc6
1428808_at,Prickle2
1428809_at,1810010H24Rik
1428810_at,2700097O09Rik
1428811_at,Wfikkn2
1428812_at,1700040L02Rik
1428813_a_at,Caly
1428815_at,Gstt4
1428816_a_at,Gata2
1428817_at,Mon2
1428818_at,Mon2
1428819_at,Mapre1
1428820_at,Mapre1
1428821_at,Agpat2
1428822_a_at,Snx24
1428823_at,Hddc2
1428824_at,Gid8
1428825_at,Nr6a1
1428826_at,Nr6a1
1428827_at,Whsc1
1428828_at,Rpain
1428829_at,Dennd1b
1428830_at,Atm
1428831_at,Senp5
1428832_at,1600002H07Rik
1428833_at,4930406D14Rik
1428834_at,Dusp4
1428835_at,Myh14
1428836_at,2300009A05Rik
1428837_at,Klhl14
1428838_a_at,Dck
1428839_at,Wdr53
1428840_s_at,Wdr53
1428841_at,Best1
1428842_a_at,Ngfrap1
1428843_at,March5
1428844_a_at,Bclaf1
1428845_at,Bclaf1
1428846_at,Ttc14
1428847_a_at,Macf1
1428848_a_at,Macf1
1428849_at,Rps6kb1
1428850_x_at,Cd99
1428851_at,Pxdc1
1428852_at,Dock3
1428853_at,Ptch1
1428854_at,Tmed8
1428855_at,H13
1428856_at,H13
1428857_at,Sap130
1428858_at,Wdr70
1428859_at,Paox
1428860_at,Them6
1428861_at,Filip1l
1428862_at,Ttc17
1428863_at,Ankrd39
1428864_at,Dusp8
1428865_at,Bcl2l12
1428866_at,2810037O22Rik
1428867_at,Exoc3l2
1428868_a_at,Oaz1-ps///Oaz1
1428869_at,Nolc1
1428870_at,Nolc1
1428871_at,Msl1
1428872_at,Msl1
1428873_a_at,Msl1
1428874_at,Fam96b
1428875_at,Golim4
1428876_at,Srp72
1428877_at,Srp72
1428878_a_at,Pitpnc1
1428879_at,Pitpnc1
1428880_at,Sdhaf2
1428881_at,Klc1
1428882_at,Wipi2
1428883_at,Tmem57
1428884_at,Tmem57
1428885_at,Afmid
1428886_at,Rbbp5
1428887_at,Zfp157
1428888_at,Tmem33
1428889_at,Alkbh3
1428890_at,Fem1c
1428891_at,Parm1
1428892_at,Ppil1
1428893_at,Osbpl7
1428894_at,Selo
1428895_at,Rftn2
1428896_at,Pdgfrl
1428897_at,Tstd3
1428898_at,Mon1a
1428899_at,Tmem182
1428900_s_at,Mettl15
1428901_at,Dtwd2
1428902_at,Chst11
1428903_at,Exo5
1428904_at,Ammecr1l
1428905_at,Rraga
1428906_at,Gtf2h5
1428907_at,Rbm25
1428908_at,Rbm25
1428909_at,A130040M12Rik
1428910_at,2310022B05Rik
1428911_at,Ttll4
1428912_at,Ttll4
1428913_at,Dnlz
1428914_at,Sh3pxd2a
1428915_at,Sirt5
1428916_s_at,Sirt5
1428917_at,Stx17
1428918_at,Scyl3
1428919_at,Fgfr1op
1428920_at,Hmg20a
1428921_at,Mplkip
1428922_at,Tril
1428923_at,Ppp1r3g
1428924_at,Mocs3
1428925_at,Senp1
1428926_at,Fbxo31
1428927_at,Shq1
1428928_at,Cacnb4
1428929_s_at,Slc25a26
1428930_at,Tmem29
1428931_a_at,Parp6
1428932_at,Ttc21a
1428933_at,Hdac8
1428934_at,Cmtm2b
1428935_at,Canx
1428936_at,Atp2b1
1428937_at,Atp2b1
1428938_at,Gnaq
1428939_s_at,Gnaq
1428940_at,Gnaq
1428941_at,Zmym2
1428942_at,Mt2
1428943_at,Nudt13
1428944_at,Uba6
1428945_at,Uba6
1428946_at,Uba6
1428947_at,Mzb1
1428948_at,Kcnma1
1428949_at,Xpot
1428950_s_at,Nol8
1428951_at,Nol8
1428952_at,Pdia2
1428953_at,Otud7b
1428954_at,Slc9a3r2
1428955_x_at,Slc9a3r2
1428956_at,Tmem177
1428957_at,Tmem177
1428958_at,Paqr8
1428959_at,Tespa1
1428960_at,Enkur
1428961_a_at,Clasrp
1428962_at,1700013F07Rik
1428963_at,Rwdd2a
1428964_at,Slc25a18
1428965_at,Ccdc54
1428966_at,Gm4199///Fam103a1
1428967_at,Igf1r
1428968_at,Cep57
1428969_at,Trappc8
1428970_at,Naa50
1428971_at,Ccny
1428972_at,Tctex1d2
1428973_s_at,Tctex1d2
1428974_s_at,Lztfl1
1428975_at,Susd3
1428976_at,Tmpo
1428977_at,Chst8
1428978_at,2900009J20Rik
1428979_at,Mtf1
1428980_at,Kprp
1428981_at,Sult2a8
1428982_at,Atad2b
1428983_at,Scx
1428984_a_at,1700012B09Rik
1428985_at,Ints12
1428986_at,Slc17a7
1428987_at,Dynlrb2
1428988_at,Abcc3
1428989_at,0710001D07Rik
1428990_at,2310047K21Rik
1428991_at,Hrasls
1428992_at,Unc13d
1428993_at,Ucma
1428994_s_at,Ucma
1428995_at,Smpd5
1428996_at,Pdp2
1428997_at,Phf23
1428998_at,Phf3
1428999_at,Phf3
1429000_at,Phf3
1429001_at,Pir
1429002_at,Snw1
1429003_at,Snw1
1429004_at,Phip
1429005_at,Mfhas1
1429006_s_at,Atat1
1429007_at,Slc35b2
1429008_at,Ufl1
1429009_at,Snrnp70
1429010_at,Snrnp70
1429011_x_at,Snrnp70
1429012_at,Arhgef6
1429013_at,Map7d2
1429014_at,Glb1l///Ankzf1
1429015_at,Ankzf1
1429016_at,Glb1l///Ankzf1
1429017_at,Smcr8
1429018_at,Hrct1
1429019_s_at,Pon2
1429020_at,Pon2
1429021_at,Epha4
1429022_at,Adcyap1r1
1429023_at,Hepacam
1429024_at,Rbm20
1429025_a_at,Hexim2
1429026_at,Hexim2
1429027_at,Snhg18
1429028_at,Dock11
1429029_at,Sgms2
1429030_at,C1qtnf7
1429032_at,Micalcl
1429033_at,Gcc1
1429034_at,Eme2
1429035_at,Dpep3
1429036_at,Otop3
1429037_at,1700019A02Rik
1429038_at,Dda1
1429039_s_at,Dda1
1429040_at,6820431F20Rik
1429041_at,2610005L07Rik
1429042_at,Tmem167b
1429043_at,Smndc1
1429044_at,Camsap2
1429045_at,Smurf2
1429046_at,Smurf2
1429047_at,Rtf1
1429048_at,Bloc1s2
1429049_at,Nuak2
1429050_at,Chic2
1429051_s_at,Sox11
1429052_at,Ptprd
1429053_at,Mtcl1
1429054_at,Mrpl47
1429055_at,Shtn1
1429056_at,Naa16
1429057_at,Naa16
1429058_at,Tmem107
1429059_s_at,Tmem107
1429060_at,Malat1
1429061_at,Tarbp1///Coa6
1429062_at,Kif16b
1429063_s_at,Kif16b
1429064_at,Dip2c
1429065_at,Ikbip
1429066_at,Tctn1
1429067_at,Capns2
1429068_at,A430035B10Rik
1429070_at,Naif1
1429071_at,Me3
1429072_at,Col6a4
1429073_at,Ube2d-ps
1429074_at,Cfap161
1429075_a_at,1700018B08Rik
1429076_a_at,Gdpd2
1429077_x_at,Gm15682///Gm10045///Gm11703///Gm13653///Gm5528///Gm5445///Rpl21
1429078_a_at,Cops7a
1429079_a_at,Borcs8///Mef2b
1429080_at,Mphosph10
1429081_at,Gcc2
1429082_at,Ankle2
1429083_at,Agl
1429084_at,Vezf1
1429085_at,Vezf1
1429086_at,Gm16136
1429087_at,Inip
1429088_at,Lbh
1429089_s_at,2900026A02Rik
1429090_at,Ggct
1429091_at,1600002K03Rik
1429092_at,Vkorc1l1
1429093_at,Ddi2
1429094_at,Ddi2
1429095_at,Cenpp
1429096_at,2810455D13Rik
1429097_at,Rnf150
1429098_s_at,Nhej1
1429099_at,Duxbl3///Duxbl2///Duxbl1
1429100_at,Ccdc71l
1429101_at,Zfp697
1429102_at,Arrdc5
1429103_at,Tomm22
1429104_at,Limd2
1429105_at,Dlgap1
1429106_at,4921509J17Rik///Hspa4l
1429107_at,Ubr3
1429108_at,Msl2
1429109_at,Msl2
1429110_a_at,Nsun4
1429111_at,Tln2
1429112_at,Tln2
1429113_at,Prrt2///Pagr1a
1429114_at,Sestd1
1429115_at,Toporsos
1429116_at,Slc17a5
1429117_at,Tradd
1429118_a_at,Gin1
1429119_at,Iah1
1429120_at,Lnpk1
1429121_at,Spopl
1429122_a_at,Pradc1
1429123_at,Rab27a
1429124_s_at,Rexo1
1429125_at,Zbtb9///Ggnbp1
1429126_at,2600001M11Rik///Nudt5
1429127_at,Nradd
1429128_x_at,Nfkb2
1429129_at,Lrrcc1
1429130_at,Ttc25
1429131_at,Ube2v2
1429132_at,Ube2v2
1429133_at,Nxnl2
1429134_at,LOC102640118///Hivep3
1429135_at,Prr32
1429136_at,1700052K11Rik
1429137_at,Mettl18
1429138_at,Npas3
1429139_at,Otud7b
1429140_at,Spns3
1429141_at,Neurl2
1429142_at,1700012A03Rik
1429143_at,Tekt3
1429144_at,Gpcpd1
1429145_at,Nhlrc2
1429146_at,Svip
1429147_at,Gas2
1429148_at,Nfic
1429149_at,Gins3
1429150_at,Ccdc77
1429151_at,Dcaf7
1429152_at,Zkscan1
1429153_at,6530406A20Rik
1429154_at,Slc35f2
1429155_at,Cfap97
1429156_at,Cenpw
1429157_at,Hhipl2
1429158_at,Fbxo28
1429159_at,Itih5
1429160_at,Mtif3
1429161_at,Arv1
1429162_at,1500015A07Rik
1429163_at,Dchs1
1429164_at,Prss36
1429165_at,3110001I22Rik
1429166_s_at,Clmn
1429167_at,Ccdc112
1429168_at,Zbtb46
1429169_at,Gm15453///Rbm3
1429170_a_at,Mtf1
1429171_a_at,Ncapg
1429172_a_at,Ncapg
1429173_at,Dnase1l1
1429174_at,Wdr34
1429175_at,Tmem178
1429176_at,Lrsam1
1429177_x_at,Sox17
1429178_at,Tenm3
1429179_at,Colec11
1429180_at,Gmpr2
1429181_at,Cfap126
1429182_at,5430400D12Rik
1429183_at,Pkp2
1429184_at,Gm4070///Gvin1
1429185_at,Arhgef26
1429186_a_at,Cdadc1
1429187_at,Tmed7
1429188_at,Cox11
1429189_at,Arsb
1429190_at,Arsb
1429191_at,Dhx33
1429192_at,Ski
1429193_at,Ankib1
1429194_at,Tigd2
1429195_at,Apol6
1429196_at,Rabgap1l
1429197_s_at,Rabgap1l
1429198_at,1810030O07Rik
1429199_s_at,Saal1
1429200_at,Saal1
1429201_at,Cyld
1429202_at,2610019N06Rik
1429203_at,Rec114
1429204_at,Camk2n2
1429205_at,Mllt3
1429206_at,Rhobtb1
1429207_at,Mir5136///5730408K05Rik
1429208_at,Mir5136///5730408K05Rik
1429209_at,Col23a1
1429210_at,Col23a1
1429211_at,Cadm2
1429212_a_at,Lrrc51
1429213_at,Ndufaf6
1429214_at,Adamtsl2
1429215_at,2310058N22Rik
1429216_at,Paqr3
1429217_at,Zfp655
1429218_at,Det1
1429219_at,Ikbip
1429220_at,Dph7
1429221_at,Dph7
1429222_at,Pus3
1429223_a_at,Hfe2
1429224_at,Pnma1
1429225_at,Slc24a2
1429226_at,Gm33396///2310014F06Rik
1429227_x_at,Nap1l1
1429228_at,Cep128
1429229_s_at,Cep128
1429230_at,Klk5
1429231_at,9330171B17Rik
1429232_at,Hnrnpr
1429233_at,Sept11
1429234_s_at,Sept11
1429235_at,Galnt15
1429236_at,Galnt15
1429237_at,Stx16
1429238_a_at,Ogfod2
1429239_a_at,Stard4
1429240_at,Stard4
1429241_at,Nipal3
1429242_at,Inip
1429243_at,Inip
1429244_at,2610524H06Rik
1429245_at,2510022D24Rik
1429246_a_at,Anxa6
1429247_at,Anxa6
1429248_at,Apopt1
1429249_at,Plppr5
1429250_at,Dync2h1
1429251_at,Prdm2
1429252_at,0610010K14Rik///Rnasek
1429253_at,Zmym4
1429254_at,Aqp11
1429255_at,Ppp1r35
1429256_at,Meg3
1429257_at,Meg3
1429258_at,A030001D20Rik
1429259_a_at,1190007I07Rik///1810014B01Rik
1429260_at,1810014B01Rik
1429261_at,Tmem238
1429262_at,Rassf6
1429263_at,4933425D22Rik
1429264_at,Fam120aos
1429265_a_at,Rnf130
1429266_at,Lhfpl5
1429267_at,Acot11
1429268_at,2610318N02Rik
1429269_at,Prr36
1429270_a_at,Syce2
1429271_at,9130011E15Rik
1429272_a_at,Gm8221///Apol7c///Apol7a
1429273_at,Bmper
1429274_at,Lypd6b
1429276_at,Trank1
1429278_at,Nubpl
1429279_at,Wars2
1429280_at,Col22a1
1429281_at,2610008E11Rik
1429282_at,Thap1
1429283_at,Cisd2
1429284_at,Mob3b
1429285_at,Serpina9
1429286_at,Gkn3
1429287_a_at,Prl
1429288_x_at,Stx18
1429289_at,Letmd1
1429290_at,Cbx6
1429291_at,Psmd1
1429292_a_at,Slc52a3
1429293_at,Gpc2
1429294_at,Trip13
1429295_s_at,Trip13
1429296_at,Rab10
1429297_at,Serpinb12
1429298_at,Ddah1
1429299_at,Ddah1
1429300_at,Ankrd9
1429301_at,Csnk2a2
1429302_at,Csnk2a2
1429303_at,Klf17
1429304_at,Ankrd10
1429305_at,Ankrd10
1429306_at,Lzic
1429307_s_at,Lzic
1429308_at,Prdm16
1429309_at,Prdm16
1429310_at,Flrt3
1429311_at,Ube2q1
1429312_s_at,Ror1
1429313_at,Ror1
1429314_at,Syt11
1429315_at,Syt11
1429316_at,Rasgef1a
1429317_at,Qrsl1
1429318_a_at,Qk
1429319_at,Rhoh
1429320_at,Cdkn2aip
1429321_at,Rnf149
1429322_at,Exosc6
