probe,gene_symbol
1420770_at,Klk1b24
1420771_at,Sprr2d
1420772_a_at,Tsc22d3
1420773_at,Usp17la
1420774_a_at,Mgarp
1420775_at,Hdhd1a
1420776_a_at,Auh
1420777_a_at,4933400A11Rik
1420778_at,Tas1r3
1420779_at,Fhl3
1420780_at,Ascl3
1420781_at,Etos1
1420782_at,Tnfrsf17
1420783_at,Trpd52l3
1420784_at,Scn11a
1420785_at,Gab2
1420786_a_at,Gm21708///Gm21704///Gm21693///Gm21677///Gm10352///Gm10256///Gm4064///Rbmy
1420787_at,4933436I01Rik
1420788_at,Klrg1
1420789_at,Klra5
1420790_x_at,Klra16
1420791_x_at,Speer4f1
1420792_at,4930433N12Rik
1420793_at,Mup4
1420794_at,Art2b
1420795_at,Fgf9
1420796_at,Ahrr
1420797_at,Otog
1420798_s_at,Pcdhac2///Pcdhac1///Pcdha8///Pcdha2///Pcdha12///Pcdha3///Pcdha9///Pcdha1///Pcdha10///Pcdha11///Pcdha5///Pcdha7///Pcdha6///Pcdha4
1420799_at,Ntsr1
1420800_a_at,Kcnq2
1420801_at,Npas1
1420802_at,Il13
1420803_at,Tex18
1420804_s_at,Clec4d
1420805_at,Myl10
1420806_at,Fgf16
1420807_a_at,Dlk2
1420808_at,Ncoa4
1420809_a_at,Gm20056///Chp1
1420810_at,Gm20056///Chp1
1420811_a_at,Ctnnb1
1420812_at,Hdac7
1420813_at,Hdac7
1420814_at,Gdi2
1420815_at,Gdi2
1420816_at,Ywhag
1420817_at,Ywhag
1420818_at,Sla
1420819_at,Sla
1420820_at,Myl12a
1420821_at,Sgpp1
1420822_s_at,Sgpp1
1420823_at,Sema4d
1420824_at,Sema4d
1420825_at,Letm1
1420826_at,Letm1
1420827_a_at,Ccng1
1420828_s_at,Ywhaq
1420829_a_at,Ywhaq
1420830_x_at,Ywhaq
1420831_at,Qsox1
1420832_at,Qsox1
1420833_at,Vamp2
1420834_at,Vamp2
1420835_at,Slc25a30
1420836_at,Slc25a30
1420837_at,Ntrk2
1420838_at,Ntrk2
1420839_at,Plekha3
1420840_at,Plekha3
1420841_at,Ptprf
1420842_at,Ptprf
1420843_at,Ptprf
1420844_at,Ubqln2
1420845_at,Mrps2
1420846_at,Mrps2
1420847_a_at,Fgfr2
1420848_at,Sufu
1420849_at,Crnkl1
1420850_at,Crnkl1
1420851_at,Pard6g
1420852_a_at,B3gnt2
1420853_at,Sdc3
1420854_at,Eln
1420855_at,Eln
1420856_a_at,Lancl2
1420857_at,Lancl2
1420858_at,Pkia
1420859_at,Pkia
1420860_at,Itga9
1420861_at,Dctn4
1420862_at,Dctn4
1420863_at,Dctn4
1420864_at,Zbtb14
1420865_at,Zbtb14
1420866_at,Zbtb14
1420867_at,Gm10698///Tmed2
1420868_s_at,Gm10698///Tmed2
1420869_at,Mllt10
1420870_at,Mllt10
1420871_at,Gucy1b3
1420872_at,Gucy1b3
1420873_at,Gm4887///Twf1
1420874_at,Gm4887///Twf1
1420875_at,Gm4887///Twf1
1420876_a_at,Sept6
1420877_at,Sept6
1420878_a_at,Ywhab
1420879_a_at,Ywhab
1420880_a_at,Ywhab
1420881_at,Nsd1
1420882_a_at,Acd
1420883_at,Sln
1420884_at,Sln
1420885_a_at,Sez6
1420886_a_at,Xbp1
1420887_a_at,Bcl2l1
1420888_at,Bcl2l1
1420889_at,Hccs
1420890_at,Hccs
1420891_at,Wnt7b
1420892_at,Wnt7b
1420893_a_at,Tgfbr1
1420894_at,Tgfbr1
1420895_at,Tgfbr1
1420896_at,Snap23
1420897_at,Snap23
1420898_at,Snap23
1420899_at,Rab18
1420900_a_at,Rab18
1420901_a_at,Hk1
1420902_at,St6galnac3
1420903_at,St6galnac3
1420904_at,Il17ra
1420905_at,Il17ra
1420906_at,Cd2ap
1420907_at,Cd2ap
1420908_at,Cd2ap
1420909_at,Vegfa
1420910_at,Plpp2
1420911_a_at,Mfge8
1420912_at,Aff4
1420913_at,Slco2a1
1420914_at,Slco2a1
1420915_at,Stat1
1420916_at,Prpf40a
1420917_at,Prpf40a
1420918_at,Sgk3
1420919_at,Sgk3
1420920_a_at,Arf1
1420921_at,Cd151
1420922_at,Usp9x
1420923_at,Usp9x
1420924_at,Timp2
1420925_at,Tub
1420926_at,Arx
1420927_at,St6gal1
1420928_at,St6gal1
1420929_at,Ctnnal1
1420930_s_at,Ctnnal1
1420931_at,Mapk8
1420932_at,Mapk8
1420933_a_at,Eya3
1420934_a_at,Srrm1
1420935_a_at,Srrm1
1420936_s_at,Cpsf2
1420937_at,Cpsf2
1420938_at,Hs6st2
1420939_at,Hs6st2
1420940_x_at,Rgs5
1420941_at,Rgs5
1420942_s_at,Rgs5
1420943_at,Zfp185
1420944_at,Zfp185
1420945_at,Atrx
1420946_at,Atrx
1420947_at,Atrx
1420948_s_at,Atrx
1420949_at,Znrf1
1420950_at,Znrf1
1420951_a_at,Son
1420952_at,Son
1420953_at,Add1
1420954_a_at,Add1
1420955_at,Vsnl1
1420956_at,Apc
1420957_at,Apc
1420958_at,Sys1
1420959_at,Asph
1420960_at,Fancg
1420961_a_at,Ivns1abp
1420962_at,Hapln2
1420963_at,Hapln2
1420964_at,Enc1
1420965_a_at,Enc1
1420966_at,Slc25a15
1420967_at,Slc25a15
1420968_at,Nacc1
1420969_at,Nacc1
1420970_at,Adcy7
1420971_at,Ubr1
1420972_at,Arid5b
1420973_at,Arid5b
1420974_at,Mdp1
1420975_at,Baz1b
1420976_at,Man1a2
1420977_at,Man1a2
1420978_at,Nrf1
1420979_at,Pak1
1420980_at,Pak1
1420981_a_at,Lmo4
1420982_at,Rbm39
1420983_at,Pctp
1420984_at,Pctp
1420985_at,Ash1l
1420986_s_at,Kif3b
1420987_at,Kif3b
1420988_at,Polh
1420989_at,Cfap97
1420990_at,Chd1
1420991_at,Ankrd1
1420992_at,Ankrd1
1420993_at,B3gnt5
1420994_at,B3gnt5
1420995_at,Plxna3
1420996_at,Plxna3
1420997_a_at,Gpi1
1420998_at,Etv5
1420999_at,Cnot4
1421000_at,Cnot4
1421001_a_at,Car6
1421002_at,Angptl2
1421003_at,Gmeb1
1421004_at,Cntrl
1421005_at,Cntrl
1421006_at,Col4a6
1421007_at,Col4a6
1421008_at,Rsad2
1421009_at,Rsad2
1421010_at,Mobp
1421011_at,Hsd17b11
1421012_at,Srprb
1421013_at,Pitpnb
1421014_a_at,Clybl
1421015_s_at,Pole3
1421016_at,Ighmbp2
1421017_at,Nrg3
1421018_at,Aaed1
1421019_at,1700021F05Rik
1421020_at,Ranbp17
1421021_at,Aebp2
1421022_x_at,Acyp1
1421023_at,Pik3c2a
1421024_at,Agpat1
1421025_at,Agpat1
1421026_at,Gna12
1421027_a_at,Mef2c
1421028_a_at,Mef2c
1421029_a_at,Hbs1l
1421030_at,Zfp64
1421031_a_at,Hilpda
1421032_a_at,Dnajb12
1421033_a_at,Tcerg1
1421034_a_at,Il4ra
1421035_a_at,Magi3
1421036_at,Npas2
1421037_at,Npas2
1421038_a_at,Kcnn4
1421039_at,Mip
1421040_a_at,Gsta2
1421041_s_at,Gm3776///Gsta2///Gsta1
1421042_at,Arhgef2
1421043_s_at,Arhgef2
1421044_at,Mrc2
1421045_at,Mrc2
1421046_a_at,Pabpc4
1421047_at,Smad5
1421048_a_at,Ypel1
1421049_at,0610009O20Rik
1421050_at,Vps25
1421051_s_at,Ramp2///Vps25
1421052_a_at,Gm14680///Sms
1421053_at,Kif1a
1421054_at,Xpo4
1421055_at,Xpo4///Lats2
1421056_at,Dnase1l3
1421057_at,Dnase1l3
1421058_at,Adh7
1421059_a_at,Alg2
1421060_at,Mllt1
1421061_at,Guca1a
1421062_s_at,Clta
1421063_s_at,Snurf///Snrpn
1421064_at,Mpp5
1421065_at,Jak2
1421066_at,Jak2
1421067_a_at,Phf2
1421068_at,Phf2
1421069_at,Phf2
1421070_at,Supt20
1421071_at,Vhl
1421072_at,Irx5
1421073_a_at,Ptger4
1421074_at,Cyp7b1
1421075_s_at,Cyp7b1
1421076_at,Sertad3
1421077_at,Sertad3
1421078_at,Tcf23
1421079_at,Nr4a3
1421080_at,Nr4a3
1421081_a_at,Banf1
1421082_s_at,Banf1
1421083_x_at,Banf1
1421084_at,Rs1
1421085_at,Rs1
1421086_at,Per3
1421087_at,Per3
1421088_at,Gpc4
1421089_a_at,Pinx1
1421090_at,Epb41l1
1421091_at,Serpina12
1421092_at,Serpina12
1421093_at,Slc7a10
1421094_at,Zbtb33
1421095_a_at,Trpc1
1421096_at,Trpc1
1421097_at,Endog
1421098_at,Stap1
1421099_at,Bhlhe41
1421100_a_at,Dab1
1421101_a_at,Ldb2
1421102_a_at,Vamp3
1421103_at,Bmp2k
1421104_at,Gbp8///Gbp4
1421105_at,Jag1
1421106_at,Jag1
1421107_at,Stk4
1421108_at,Nat8f2
1421109_at,Nat8f2
1421110_at,Mtdh
1421111_at,Rybp-ps///Rybp
1421112_at,Nkx2-2
1421113_at,Pga5
1421114_a_at,Epyc
1421115_a_at,Zdhhc16
1421116_a_at,Rtn4
1421117_at,Dst
1421118_a_at,Adgrg1
1421119_at,Kif21b
1421120_at,Myo6
1421121_at,Akap10
1421122_at,Cbll1
1421123_at,Cdk5r1
1421124_at,Cdk5r1
1421125_at,Strbp
1421126_at,Ryr2
1421127_at,Tmem42
1421128_at,Zrsr2
1421129_a_at,Atp2a3
1421130_at,Zfp111
1421131_a_at,Zfp111
1421132_at,Nectin3
1421133_at,Nectin3
1421134_at,Areg
1421135_a_at,Cnot8
1421136_at,Edn3
1421137_a_at,Pkib
1421138_a_at,Pkib
1421139_a_at,Zfp386
1421140_a_at,Foxp1
1421141_a_at,Foxp1
1421142_s_at,Foxp1
1421143_at,Diaph1
1421144_at,Rpgrip1
1421145_at,Slc26a2
1421146_at,Rapgef1
1421147_at,Terf2
1421148_a_at,Tial1
1421149_a_at,Atn1
1421150_at,Hivep3
1421151_a_at,Epha2
1421152_a_at,Gnao1
1421153_at,Loxl4
1421154_at,Hcn2
1421155_at,B3galt6
1421156_a_at,Dsc2
1421157_at,Fzd3
1421158_at,Cgnl1
1421159_at,Cgnl1
1421160_a_at,Rfng
1421161_at,Btc
1421162_a_at,Nfia
1421163_a_at,Nfia
1421164_a_at,Arhgef1
1421165_at,Mycbp
1421166_at,Atrn
1421167_at,Atp11a
1421168_at,Abcg3
1421169_at,Zfp46
1421170_a_at,Plcb1
1421171_at,Adam12
1421172_at,Adam12
1421173_at,Irf4
1421174_at,Irf4
1421175_at,Myt1l
1421176_at,Rasgrp1
1421177_at,Thap2
1421178_at,Mgat4c
1421179_at,Ttyh2
1421180_at,Lix1
1421181_at,Npcd///Nptxr
1421182_at,Clec1b
1421183_at,Tex12
1421184_a_at,Mettl7a3///Methig1///Mettl7a2///Higd1c///Mettl7a1
1421185_at,Mettl7a1
1421186_at,Ccr2
1421187_at,Ccr2
1421188_at,Ccr2
1421189_at,Gabrb3
1421190_at,Gabrb3
1421191_s_at,Gopc
1421192_a_at,Itsn1
1421193_a_at,Pbx3
1421194_at,Itga4
1421195_at,Cckar
1421196_at,Ptpn11
1421197_a_at,Acin1
1421198_at,Itgav
1421199_at,Dlg2
1421200_at,Dlg2
1421201_a_at,Tro
1421202_at,Chrna4
1421203_at,Chrna4
1421204_a_at,Nudt16
1421205_at,Atm
1421206_at,Gm11959
1421207_at,Lif
1421208_at,Ikbkg
1421209_s_at,Ikbkg
1421210_at,Ciita
1421211_a_at,Ciita
1421212_at,Abcc6
1421213_at,Edaradd
1421214_at,Cmah
1421215_a_at,Slmap
1421216_a_at,Ids
1421217_a_at,Lgals9
1421218_at,Bche
1421219_at,Ttll3
1421220_at,Ankrd17
1421221_at,Bco2
1421222_at,Fip1l1
1421223_a_at,Anxa4
1421224_a_at,Hnf1b
1421225_a_at,Slc4a4
1421226_at,Trem2
1421227_at,Gzme///Gzmd
1421228_at,Ccl7
1421229_at,Dffb
1421230_a_at,Msi2
1421231_at,Msi2
1421232_at,Plxna1
1421233_at,Pknox1
1421234_at,Hnf1a
1421235_s_at,Recql5
1421236_at,Ripk2
1421237_at,Tmpo
1421238_a_at,Ptprt
1421239_at,Il6st
1421240_at,Ern1
1421241_at,Ngfr
1421242_at,Rnf144a
1421243_at,Rnf144a
1421244_at,Esr1
1421245_at,Sost
1421246_at,Pax9
1421247_at,Pax9
1421248_at,Syn3
1421249_at,Slc39a9
1421250_at,Slc39a9
1421251_at,Zfp40
1421252_a_at,Mef2a
1421253_at,Nrap
1421254_a_at,Sgcg
1421255_a_at,Cabp1
1421256_at,Gzmc
1421257_at,Pigb
1421258_a_at,Pklr
1421259_at,Pklr
1421260_a_at,Srm
1421261_at,Lipg
1421262_at,Lipg
1421263_at,Gabra3
1421264_at,Btnl10
1421265_a_at,Rbm38
1421266_s_at,Nfkbib
1421267_a_at,Cited2
1421268_at,Ugcg
1421269_at,Ugcg
1421270_at,Sh3rf1
1421271_at,Sh3rf1
1421272_at,Vav2
1421273_at,Socs4
1421274_at,Socs4
1421275_s_at,Socs4
1421276_a_at,Dst
1421277_at,Spta1
1421278_s_at,Spta1
1421279_at,Lamc2
1421280_at,Gabra1
1421281_at,Gabra1
1421282_at,Bmp5
1421283_at,Bmp5
1421284_at,Pign
1421285_at,Pik3ap1
1421286_a_at,Atp4a
1421287_a_at,Pecam1
1421288_at,F2rl3
1421289_at,Hspb7
1421290_at,Hspb7
1421291_at,Il18rap
1421292_a_at,Nelfb
1421293_at,Hdgfl1
1421294_at,Hdgfl1
1421295_at,Chrdl1
1421296_at,Tnfrsf10b
1421297_a_at,Cacna1c
1421298_a_at,Hipk1
1421299_a_at,Lef1
1421300_at,Adarb2
1421301_at,Zic2
1421302_a_at,Gna15
1421303_at,Ikzf1
1421304_at,Klra2
1421305_x_at,Rabep1
1421306_a_at,Hdac9
1421307_at,Car13
1421308_at,Car13
1421309_at,Mgmt
1421310_at,Actl11
1421311_at,Pcdh10
1421312_a_at,Kifc2
1421313_s_at,Cttn
1421314_at,Cttn
1421315_s_at,Cttn
1421316_at,Lce1g
1421317_x_at,Myb
1421318_at,Ndst4
1421319_at,Ptgfrn
1421320_a_at,Qtrtd1
1421321_a_at,Net1
1421322_a_at,Irf9
1421323_a_at,G3bp2
1421324_a_at,Akt2
1421325_at,Pla2g2f
1421326_at,Csf2rb
1421327_at,A730034C02///Map2
1421328_at,A730034C02///Map2
1421329_a_at,Smyd1
1421330_at,Ptpn4
1421331_at,Hs3st3b1
1421332_at,Hs3st3b1
1421333_a_at,Mynn
1421334_x_at,Mynn
1421335_a_at,Egfl7
1421336_at,Prox1
1421337_at,Elf4
1421338_at,Elf4
1421339_at,Extl3
1421340_at,Map3k5
1421341_at,Axin2
1421342_at,Kcns2
1421344_a_at,Ajuba
1421345_at,Lrat
1421346_a_at,Slc6a6
1421347_at,Ftmt
1421348_a_at,Cend1
1421349_x_at,Cend1
1421350_a_at,Grip1
1421351_at,Gria4
1421352_at,Tlr6
1421353_at,Pde7b
1421354_at,Prkg2
1421355_at,Tgm3
1421356_at,Tex9
1421357_at,Gtf2a1
1421358_at,H2-M3
1421359_at,Ret
1421360_at,Inpp4a
1421361_at,Grk1
1421362_a_at,Frk
1421363_at,Cyp2c39
1421364_at,Lrfn1
1421365_at,Fst
1421366_at,Clec5a
1421367_at,4930549C01Rik
1421368_at,Scrt1
1421369_a_at,Mab21l1
1421370_a_at,Il1f5
1421372_at,Klk1b4
1421373_at,Cox4i2
1421374_a_at,Fxyd1
1421375_a_at,S100a6
1421376_at,Traf6
1421377_at,Traf6
1421378_s_at,Abcc1
1421379_at,Zfp354b
1421380_at,Insr
1421381_a_at,Col9a1
1421382_at,Prlr
1421383_at,Ccdc82
1421384_at,Lyst
1421385_a_at,Myo7a
1421386_at,Ankrd6
1421387_at,Kremen1
1421388_at,Mef2d
1421389_a_at,Eif2ak4
1421390_at,Slc12a1
1421391_at,Vipr2
1421392_a_at,Birc3
1421393_at,Grin2d
1421394_a_at,Xiap
1421395_at,Zik1
1421396_at,Pcsk1
1421397_a_at,Pidd1
1421398_at,Trim7
1421399_at,Insm1
1421400_at,Kcnmb1
1421401_at,Kcnmb1
1421402_at,Mta3
1421403_at,Pi15
1421404_at,Cxcl15
1421405_at,Zim1
1421406_at,Entpd7
1421407_at,F2rl2
1421408_at,Igsf6
1421409_at,Msi1
1421410_a_at,Pstpip2
1421411_at,Pstpip2
1421412_at,Gsc
1421413_a_at,Pdlim5
1421414_a_at,Sema6a
1421415_s_at,Gcnt2
1421416_at,Map2k7
1421417_s_at,Elac1
1421418_a_at,Psg19
1421419_at,Kcnk4
1421420_at,Ccr10
1421421_at,Angptl1
1421422_at,Sugct
1421423_at,Prl7c1
1421424_a_at,Anpep
1421425_a_at,Rcan2
1421426_at,Hhip
1421427_at,Col25a1
1421428_at,Slc5a7
1421429_a_at,Npnt
1421430_at,Rad51b
1421431_at,Ptrf
1421432_at,Arl10
1421433_at,Zfhx4
1421434_at,Dnah5
1421435_at,Grid2
1421436_at,Grid2
1421437_x_at,Pcdhb14
1421438_at,Pcdhb14
1421439_at,Wnt8b
1421440_at,Wnt8b
1421441_at,Angpt1
1421442_at,Flt4
1421443_at,Adgrf1
1421444_at,Pgr
1421445_at,Slc26a3
1421446_at,Prkcg
1421447_at,Onecut1
1421448_at,Ralgapa1
1421449_at,Csmd1
1421450_a_at,Map3k4
1421451_at,Crb1
1421452_at,Cdon
1421453_at,Jph2
1421454_at,Zfp108
1421455_at,Sntb1
1421456_at,P2ry1
1421457_a_at,Samsn1
1421458_at,Zfp112
1421459_a_at,Lrp8
1421460_at,Dsc1
1421461_at,Mpl
1421462_a_at,P3h1
1421463_at,Siglece
1421464_at,Nkx3-2
1421465_at,Wnt2b
1421466_at,Asb10
1421467_at,Runx3
1421468_at,Kcnj3
1421469_a_at,Stat5a
1421470_at,Grpr
1421471_at,Npy1r
1421472_at,Srrm3
1421473_at,Il1a
1421474_a_at,Spsb1
1421475_at,Ms4a2
1421476_a_at,Cant1
1421477_at,Cplx2
1421478_a_at,Zfp318
1421479_at,Zfp318
1421480_a_at,Adarb1
1421481_at,Tnfrsf9
1421482_at,Bsnd
1421483_at,Lhx4
1421484_at,Ugt2a2///Ugt2a1
1421485_at,Ttbk2
1421486_at,Egr3
1421487_a_at,Nck1
1421488_at,Rabgap1l
1421489_a_at,2010106E10Rik
1421490_at,Prpmp5
1421491_a_at,Vmp1
1421492_at,Hpgds
1421493_a_at,Rgs20
1421494_at,Krtap4-2
1421495_a_at,Armt1
1421496_at,Acer2
1421497_at,Gpha2
1421498_a_at,2010204K13Rik
1421499_a_at,Ptpn14
1421500_at,Sts
1421501_a_at,Erc1
1421502_at,Usp26
1421503_at,Pcdh15
1421504_at,Sp4
1421505_at,Mixl1
1421506_at,Olfr78
1421507_at,Olfr78
1421508_at,Tenm1
1421509_at,Sorcs1
1421510_at,Tmprss15
1421511_at,Itgb3
1421512_at,Cep250
1421513_at,Tdrd1
1421514_a_at,Scml2
1421515_at,Nr6a1
1421516_at,Nr6a1
1421517_at,St6galnac1
1421518_at,Kcns1
1421519_a_at,Zfp120
1421520_at,Jph1
1421521_at,4930430A15Rik
1421522_at,B4galnt2
1421523_at,Fgf17
1421524_at,Cfc1
1421525_a_at,Naip5
1421526_at,Tll2
1421527_at,Epha6
1421528_a_at,Med22
1421529_a_at,Txnrd1
1421530_a_at,Grm8
1421531_at,Akap3
1421532_at,Rxfp2
1421533_at,Slc7a1
1421534_at,Dfna5
1421535_a_at,Pde4a
1421536_at,Gabrq
1421537_at,Hoxd4///Hoxd3
1421538_at,Kcnd1
1421539_at,Zic4
1421540_at,Tcam1
1421541_a_at,Mef2b
1421542_at,Dzip1
1421543_at,Fbxo4
1421544_at,Dnah11
1421545_a_at,Syne1
1421546_a_at,Racgap1
1421547_at,Cd180
1421548_at,Pcdhb2
1421549_at,Pcdhb15
1421550_a_at,Trim34b///Trim34a
1421551_s_at,Ifi202b
1421552_at,Cdx4
1421553_at,Epm2a
1421554_at,Lmx1a
1421555_at,Adrb3
1421556_at,Serpina3a
1421557_x_at,Txn2
1421558_at,T2
1421559_at,Abo
1421560_at,Snai3
1421561_at,Bhlhe23
1421562_at,Cd209c
1421563_at,Atp7b
1421564_at,Serpina3c
1421565_at,Robo3
1421566_at,Pet2
1421567_at,Npas3
1421568_at,Kcna6
1421569_at,Grid1
1421570_at,Il9r
1421571_a_at,Ly6c2///Ly6c1
1421572_at,Hif3a
1421573_at,4930533N22Rik
1421574_at,Rap2a
1421575_at,2310057N15Rik
1421576_at,4930524B15Rik
1421577_at,Evx2
1421578_at,Ccl4
1421579_at,Hoxa9
1421580_at,Cntnap1
1421581_at,Kcnj6
1421582_a_at,Creb1
1421583_at,Creb1
1421584_at,Opn4
1421585_at,Fam187a
1421586_a_at,Cd46
1421587_at,Klk1b27
1421588_at,Tnfsf14
1421589_at,Krt31
1421590_at,Mrgprh
1421591_at,Cylc1
1421592_at,Ncam2
1421593_at,Ncam2
1421594_a_at,Sytl2
1421595_at,Fam184b
1421596_s_at,Ifi44l
1421597_a_at,Msx3
1421599_at,Hs6st3
1421600_a_at,Trim26
1421601_at,Gsx2
1421602_at,Shbg
1421603_a_at,Ceacam2
1421604_a_at,Klf3
1421605_a_at,Aqp9
1421606_a_at,Sult4a1
1421607_at,Vgll1
1421608_at,Il20
1421609_a_at,Nat8f6///Nat8f7///Nat8f3
1421610_at,Cx3cl1
1421611_at,AB041806
1421612_a_at,H2afy2///H2afy3
1421613_at,H2afy3
1421614_at,Zan
1421615_at,Myo15
1421616_at,Grin2a
1421617_at,Trpm8
1421618_at,Myo1f
1421619_at,Kcnh3
1421620_at,Il5ra
1421621_at,Rasgrf2
1421622_a_at,Rapgef4
1421623_at,Il12rb2
1421624_a_at,Enah
1421625_a_at,Tmc1
1421626_at,Tmc1
1421627_at,Evx1
1421628_at,Il18r1
1421629_at,Gabre
1421630_at,Zfy2///Zfy1
1421631_at,Pcdhb1
1421632_at,Kcnn3
1421633_a_at,Hapln1
1421634_at,Capn8
1421635_at,Cnnm4
1421636_at,Tbc1d8b
1421637_at,Slc5a4a
1421638_at,Psg17
1421639_at,1700082M22Rik
1421640_a_at,Tank
1421641_at,Slc6a2
1421642_a_at,Cysltr2
1421643_at,Ikzf2
1421644_at,Slfn3
1421645_at,Cemip
1421646_a_at,Pias3
1421647_at,Cd1d2
1421648_at,Nlgn1
1421649_at,Tnfrsf8
1421650_at,Mepe
1421651_at,Ankrd22
1421652_at,Htr3b
1421653_a_at,Igha///Igh-VJ558
1421654_a_at,Lmna
1421655_a_at,Ccr4
1421656_at,Spry2
1421657_a_at,Sox17
1421658_x_at,Psg18
1421659_at,Adra1a
1421660_at,Scn9a
1421661_at,Fpr3
1421662_a_at,Tusc3
1421663_at,Dhrs2
1421664_a_at,Styx
1421665_a_at,Gnrhr
1421666_a_at,Aanat
1421667_at,Nmur1
1421668_x_at,Speer3
1421669_at,Sult3a1
1421670_a_at,Irak4
1421671_at,Hsd17b3
1421672_at,Il17a
1421673_s_at,Stx1b
1421675_at,1700123K08Rik
1421676_at,Samt4
1421677_at,Fgf20
1421678_at,Itpr2
1421679_a_at,Cdkn1a
1421680_at,A030005L19Rik
1421681_at,Nrg4
1421682_a_at,Gm3448///Gm3417///Tcte3
1421683_at,Gm3448///Gm3417///Tcte3
1421684_at,Ctsll3
1421685_at,Clec4b1
1421686_at,Npvf
1421687_at,Msmb
1421688_a_at,Ccl1
1421689_at,Krtap19-5
1421690_s_at,Agrp
1421691_at,Krtap21-1
1421692_at,Cacna1e
1421693_a_at,Adgrv1
1421694_a_at,Vcan
1421695_at,Strc
1421696_at,Pkhd1l1
1421697_at,Ush2a
1421698_a_at,Col19a1
1421699_at,Enam
1421700_at,Tex16
1421701_at,Vmn2r10
1421702_at,Rdh1
1421703_at,Zfp59
1421704_a_at,Pik3c2g
1421705_at,Scn3a
1421706_at,Mmp20
1421707_at,Tmc2
1421708_a_at,Stat6
1421709_a_at,Fmo5
1421710_at,Zfp92
1421711_at,Zfp109
1421712_at,Sele
1421713_at,Pramel1
1421714_at,Tmprss3
1421715_at,Vmn2r1
1421716_at,Vmn1r65
1421717_at,Vmn1r58
1421718_at,Strm
1421719_at,Vmn2r26
1421720_a_at,Dtx2
1421721_a_at,Arnt
1421723_at,Pcdhb18
1421724_at,Vmn1r171
1421725_at,Slc26a5
1421726_at,Ap4b1
1421727_at,Eya1
1421728_at,Olig3
1421729_a_at,Fer
1421730_at,Nr5a1
1421731_a_at,Fen1
1421732_at,Glrp1
1421733_a_at,Tpst1
1421734_at,Cxcr2
1421735_a_at,St8sia5
1421736_at,Vmn1r56
1421737_at,Alx4
1421738_at,Gabra2
1421739_a_at,Matk
1421740_at,Gnas
1421741_at,Cyp3a16
1421743_a_at,Pcbp2
1421744_at,Tnfsf4
1421745_at,Plag1
1421746_a_at,Fbxo17
1421747_at,Esrrg
1421748_a_at,Tubd1
1421749_at,Lin28a
1421750_a_at,Vbp1
1421751_a_at,Psmd14
1421752_a_at,Serpinb5
1421753_a_at,Lhx3
1421754_at,AY036118
1421755_at,Gpr132
1421756_a_at,Gpr19
1421757_at,Htr6
1421758_at,Nat1
1421759_a_at,Foxk1
1421760_at,Ptcra
1421761_a_at,Barx2
1421762_at,Kcnj5
1421763_at,Bmp10
1421764_at,Vmn1r172
1421765_at,Pax5
1421766_at,Uchl4
1421767_at,Adk
1421768_a_at,Homer1
1421769_at,Lmx1b
1421770_a_at,Tlx2
1421771_a_at,Ipp
1421772_a_at,Cox7a2l
1421773_at,Etv2
1421774_at,Vax1
1421775_at,Fcer1a
1421776_at,Olfr74
1421777_at,Olfr73
1421778_at,Vmn1r49
1421779_at,Rit2
1421780_a_at,Cabp5
1421781_at,Upk2
1421782_a_at,Smr2
1421783_a_at,Kcnip2
1421784_a_at,Efna4
1421785_at,Uevld
1421786_at,Ppp3r1
1421788_x_at,Egfbp2
1421789_s_at,Arf3
1421790_a_at,Kcnab3
1421791_at,Ang3
1421792_s_at,Trem2
1421793_at,Fgf11
1421794_at,Klrc3
1421795_s_at,Klrc3///Klrc2
1421796_a_at,Efna5
1421797_a_at,Snx12
1421798_at,Msgn1
1421799_at,Uts2
1421800_at,Phxr1
1421802_at,Ear1
1421803_at,Scgb1b2
1421804_at,Fabp9
1421806_at,Defb3
1421807_at,Defb6
1421808_at,Defb5
1421809_at,Dgcr2
1421810_at,Dgcr2
1421811_at,Pald1///Thbs1
1421812_at,Tapbp
1421813_a_at,Psap
1421814_at,Msn
1421815_at,Epdr1
1421816_at,Gsr
1421817_at,Gsr
1421818_at,Bcl6
1421819_a_at,Set
1421820_a_at,Nf2
1421821_at,Ldlr
1421822_at,Ppp2cb
1421823_a_at,Ppp2cb
1421824_at,Bace1
1421825_at,Bace1
1421826_at,Dll4
1421827_at,Dll4
1421828_at,Kpna3
1421829_at,Ak4
1421830_at,Ak4
1421831_at,Ak4
1421832_at,Twsg1
1421833_at,Pip5k1b
1421834_at,Pip5k1b
1421835_at,Map7
1421836_at,Map7
1421837_at,Rps18
1421838_at,Rps18
1421839_at,Abca1
1421840_at,Abca1
1421841_at,Fgfr3
1421842_a_at,Adat3///Scamp4
1421843_at,Il1rap
1421844_at,Il1rap
1421845_at,Golph3
1421846_at,Wsb2
1421847_at,Wsb2
1421848_at,Slc22a5
1421849_at,Stag2
1421850_at,Map1b
1421851_at,Map1b
1421852_at,Kcnk5
1421853_at,Psen1
1421854_at,Fgl2
1421855_at,Fgl2
1421856_at,S100a3
1421857_at,Adam17
1421858_at,Adam17
1421859_at,Adam17
1421860_at,Clstn1
1421861_at,Clstn1
1421862_a_at,Vamp1
1421863_at,Vamp1
1421864_at,Dbil5
1421865_at,Dbil5
